title,vote_average,vote_count,runtime,genres,year
Perry Mason: The Case of the Telltale Talk Show Host,6.0,1.0,96.0,['drama'],1993
Innocent Thing,6.9,14.0,117.0,"['thriller', 'horror', 'drama']",2014
Terminal Island,6.0,10.0,88.0,"['action', 'thriller', 'crime']",1973
Hard Labor,4.5,7.0,99.0,"['drama', 'horror']",2011
Perry Mason: The Case of the Killer Kiss,6.0,1.0,96.0,"['drama', 'thriller']",1993
The Machine,6.9,4.0,89.0,"['drama', 'comedy']",2006
Gooische Vrouwen 2,5.8,22.0,106.0,"['drama', 'comedy', 'romance']",2014
Vipers Nest,5.2,20.0,105.0,['drama'],2011
Raw,7.0,451.0,99.0,"['drama', 'horror']",2016
You Are My Pet,6.1,24.0,110.0,"['comedy', 'romance']",2011
Clinical,5.4,73.0,104.0,['thriller'],2017
In the Name of...,6.4,22.0,102.0,"['drama', 'thriller']",2013
Teenage Cocktail,5.8,28.0,88.0,"['drama', 'thriller']",2016
Perry Mason: The Case of the Wicked Wives,7.0,1.0,96.0,"['drama', 'thriller']",1993
The Big Swallow,5.9,18.0,1.0,['comedy'],1901
Sold,7.2,12.0,97.0,['drama'],2016
Fin'n Catty,5.5,2.0,7.0,['animation'],1943
Fresh Hare,7.3,3.0,7.0,"['comedy', 'animation']",1942
Joe Rogan: Live,6.1,5.0,58.0,['comedy'],2006
Legends of the Hidden Temple,7.7,3.0,65.0,"['adventure', 'family']",2016
Año Mariano,2.0,1.0,0.0,"['comedy', 'foreign']",2000
We Are the Flesh,6.0,18.0,79.0,"['drama', 'horror', 'fantasy']",2016
You're Killing Me Susana,5.1,9.0,100.0,[],2016
The Black Sheep of Whitehall,10.0,1.0,80.0,['comedy'],1942
A Perry Mason Mystery: The Case of the Grimacing Governor,8.0,1.0,96.0,"['mystery', 'crime']",1994
A Perry Mason Mystery: The Case of the Jealous Jokester,7.3,3.0,96.0,['mystery'],1995
"Basic Sanitation, the Movie",7.0,19.0,112.0,['comedy'],2007
"Margarita, with a Straw",6.6,13.0,100.0,['drama'],2014
The Bosses,8.0,8.0,0.0,[],2015
Jim Gaffigan: King Baby,7.5,13.0,72.0,['comedy'],2009
Jim Gaffigan: Cinco,7.6,17.0,73.0,['comedy'],2017
Mala Mala,7.0,5.0,89.0,"['documentary', 'drama']",2014
Isabella Rossellini's Green Porno Live,0.0,0.0,0.0,[],2015
Welcome to Norway,5.8,6.0,90.0,"['drama', 'comedy']",2016
"Munster, Go Home!",5.7,10.0,96.0,['comedy'],1966
Men Go to Battle,5.3,3.0,98.0,[],2016
Eu Fico Loko,8.3,22.0,,['comedy'],2017
Карусель,7.0,1.0,,['comedy'],1970
Staying Vertical,5.4,14.0,98.0,['drama'],2016
Very Big Shot,8.0,3.0,107.0,['crime'],2015
The Crash,5.2,14.0,80.0,"['crime', 'thriller']",2017
Don't Grow Up,4.3,30.0,81.0,"['drama', 'horror', 'science fiction']",2015
Kizumonogatari Part 3: Reiketsu,9.4,5.0,82.0,"['animation', 'fantasy', 'mystery']",2017
Promise,0.0,0.0,110.0,"['tv movie', 'drama', 'family']",1986
My Mom Is a Character 2,7.8,100.0,96.0,['comedy'],2016
Scrappin',5.4,5.0,0.0,['comedy'],2016
The Unemployment Club,0.0,0.0,98.0,['comedy'],2003
Troublemaker,0.0,0.0,98.0,"['crime', 'comedy']",1988
Hotel Magnezit,5.0,2.0,10.0,[],1978
The London Nobody Knows,5.5,3.0,53.0,['documentary'],1967
Tunneling the English Channel,7.5,4.0,23.0,[],1907
Afterimage,6.8,4.0,98.0,['drama'],2016
I'm a Killer,7.6,9.0,117.0,"['drama', 'history', 'crime', 'mystery', 'thriller']",2016
Maigret's Dead Man,6.7,25.0,93.0,"['mystery', 'drama', 'crime']",2016
ISRA 88,5.0,13.0,119.0,"['thriller', 'adventure', 'science fiction', 'mystery']",2016
John Wick: Chapter 2,6.7,2924.0,122.0,"['thriller', 'action', 'crime']",2017
Get Out,7.2,2978.0,104.0,"['mystery', 'thriller', 'horror']",2017
Logan,7.6,6310.0,137.0,"['action', 'drama', 'science fiction']",2017
Kong: Skull Island,6.2,3161.0,118.0,"['action', 'adventure', 'fantasy']",2017
Sud,7.2,5.0,0.0,['comedy'],1993
Strange Frequency,4.0,1.0,120.0,"['comedy', 'fantasy', 'horror', 'science fiction']",2001
City of Tiny Lights,6.0,17.0,110.0,"['crime', 'drama', 'thriller']",2017
T2 Trainspotting,7.1,795.0,117.0,"['crime', 'drama']",2017
The Land Beyond the Sunset,7.0,5.0,14.0,"['fantasy', 'drama']",1912
Ánima Buenos Aires,4.3,2.0,95.0,"['animation', 'foreign']",2012
Every Second Counts,6.0,1.0,86.0,"['drama', 'documentary', 'family']",2009
Patient Zero,10.0,2.0,0.0,"['action', 'drama', 'horror', 'thriller']",0
Passage to Mars,4.8,4.0,94.0,"['adventure', 'documentary', 'science fiction']",2016
Science Fiction Volume One: The Osiris Child,5.4,55.0,95.0,['science fiction'],2017
MindGamers,6.0,2.0,97.0,"['action', 'science fiction', 'thriller']",2015
George Carlin: Playin' with Your Head,7.1,7.0,58.0,"['documentary', 'comedy', 'tv movie']",1986
Murder by Natural Causes,0.0,0.0,100.0,"['mystery', 'crime', 'tv movie', 'horror']",1979
Before I Fall,6.8,651.0,98.0,"['mystery', 'drama', 'thriller']",2017
The Belko Experiment,6.1,269.0,88.0,"['action', 'horror', 'thriller']",2016
A Sun-Tribe Myth from the Bakumatsu Era,5.0,1.0,110.0,['comedy'],1957
Tear This Heart Out,6.9,7.0,107.0,"['romance', 'drama']",2008
"Trenk, the Little Knight",6.0,2.0,0.0,['animation'],2015
Unbreakable: The Western States 100,7.8,2.0,105.0,[],2012
Νόμος 4000,9.0,1.0,96.0,['drama'],1962
tzeni tzeni,8.5,2.0,0.0,"['romance', 'comedy']",1966
The Red Lanterns,8.3,4.0,132.0,['drama'],1963
Mia trelli... trelli oikogeneia,7.0,1.0,0.0,['comedy'],1965
Miss Director,7.1,5.0,96.0,[],1964
The Hurdy-Gurdy,8.0,2.0,91.0,"['drama', 'comedy']",1955
Μαριχουάνα Στοπ !,3.5,2.0,,[],1971
Υπάρχει Και Φιλότιμο,9.0,1.0,,[],1965
Be My Cat: A Film for Anne,6.9,7.0,87.0,"['horror', 'thriller']",2015
Jet Boy,7.2,9.0,99.0,['drama'],2001
Day of the Reaper,0.0,0.0,0.0,['horror'],1984
Kaidan,5.7,9.0,115.0,"['drama', 'horror', 'romance', 'foreign']",2007
Macabre,6.4,19.0,95.0,"['foreign', 'horror', 'thriller']",2009
The Booth,8.5,2.0,73.0,"['drama', 'thriller']",2005
The Big Sick,7.7,249.0,120.0,"['comedy', 'drama', 'romance']",2017
Ingrid Goes West,7.6,18.0,97.0,"['drama', 'comedy']",2017
I Don't Feel at Home in This World Anymore,6.5,222.0,96.0,"['comedy', 'crime', 'drama', 'thriller']",2017
Falling Cat,6.0,13.0,1.0,['documentary'],1894
Chocolat,7.0,219.0,119.0,"['comedy', 'drama']",2016
George's Island,8.0,1.0,89.0,"['family', 'adventure', 'drama']",1989
Demidovy,10.0,1.0,156.0,['drama'],1983
The Case of: JonBenét Ramsey,7.0,5.0,165.0,[],2016
The Love of Ulysses,0.0,0.0,0.0,[],1984
King Arthur: Legend of the Sword,6.5,1506.0,126.0,"['action', 'drama', 'fantasy']",2017
The Rolling Stones Olé Olé Olé! : A Trip Across Latin America,8.0,1.0,105.0,"['music', 'documentary']",2016
Headshot,6.4,80.0,117.0,"['action', 'thriller']",2016
100 Streets,6.2,44.0,93.0,['drama'],2016
Incarnate,5.1,142.0,91.0,"['horror', 'thriller']",2016
Dog,8.4,5.0,94.0,['drama'],2015
Saturn 3,5.3,60.0,95.0,"['science fiction', 'thriller']",1980
For Love or Money,0.0,0.0,108.0,[],1963
Beauty and the Beast,6.8,5530.0,129.0,"['family', 'fantasy', 'romance']",2017
Take the 10,5.0,30.0,80.0,['comedy'],2017
Man Without a Star,6.4,14.0,89.0,['western'],1955
Schalcken the Painter,5.3,7.0,70.0,"['drama', 'fantasy', 'horror']",1979
The Black Torment,5.8,2.0,90.0,['horror'],1964
Crosstrap,0.0,0.0,61.0,['crime'],1962
"Love, Lies",7.7,5.0,120.0,"['romance', 'history', 'drama']",2016
Happy Anniversary and Goodbye,5.0,1.0,60.0,[],1974
Mughal-e-Azam,7.7,7.0,173.0,"['drama', 'foreign', 'romance']",1960
Boo! A Madea Halloween,5.3,219.0,103.0,"['comedy', 'horror']",2016
Spring Broke,6.0,2.0,78.0,['documentary'],2016
Coco,4.4,121.0,95.0,['comedy'],2009
Olé !,4.9,15.0,97.0,['comedy'],2005
The Boss Baby,6.1,2336.0,97.0,"['animation', 'comedy', 'family']",2017
Justice League Dark,7.0,171.0,75.0,"['action', 'animation', 'fantasy', 'science fiction', 'thriller']",2017
"Liar, Liar, Vampire",7.2,8.0,66.0,['comedy'],2015
Beware the Slenderman,6.0,43.0,117.0,"['crime', 'documentary']",2016
Twist of Faith,6.5,4.0,85.0,['drama'],2013
The Similars,5.3,25.0,89.0,['science fiction'],2015
"Father, Son & Holy Cow",0.0,0.0,0.0,"['drama', 'comedy']",2011
In Between,7.4,17.0,96.0,['drama'],2016
The Stolen Years,6.4,13.0,111.0,['romance'],2013
"I Travel Because I Have to, I Come Back Because I Love You",6.3,3.0,75.0,['drama'],2009
One Man's War,5.2,3.0,108.0,['drama'],1973
Juha,5.0,1.0,101.0,['drama'],1937
Stolen Death,5.0,1.0,88.0,['thriller'],1938
When the Heavens Fell,5.0,1.0,100.0,['drama'],1972
Juurakon Hulda,0.0,0.0,82.0,['romance'],1937
The Punk Rock Movie,5.5,5.0,86.0,"['documentary', 'music']",1978
Lake Consequence,3.8,8.0,90.0,"['drama', 'romance']",1993
Dangerous Company,4.0,2.0,85.0,['thriller'],2015
Mercury Plains,5.1,17.0,102.0,"['action', 'adventure', 'drama']",2016
Out of the Dark,6.8,16.0,86.0,"['comedy', 'horror', 'fantasy']",1995
Nena,6.5,9.0,90.0,['drama'],2014
The other me,8.0,1.0,0.0,"['thriller', 'mystery']",2017
Τέλειοι Ξένοι,0.0,0.0,,"['drama', 'comedy']",2016
Mia melissa ton Avgousto,8.0,1.0,95.0,['comedy'],2007
The Island,7.3,6.0,96.0,['comedy'],2009
The Island 2: The Hunt for the Lost Treasure,6.3,6.0,109.0,['comedy'],2011
The Policeman of the 16th Precinct,4.1,4.0,120.0,['comedy'],2008
Ukonvaaja,5.0,1.0,88.0,['documentary'],2016
Thank You for Your Service,0.0,0.0,88.0,['documentary'],2016
Machines,0.0,0.0,71.0,['documentary'],2017
Les Patterson Saves the World,2.0,2.0,98.0,['comedy'],1987
Diary of a Lover,5.0,1.0,92.0,['drama'],1977
The Howling: New Moon Rising,2.2,15.0,90.0,['horror'],1995
Curumim,0.0,0.0,106.0,['documentary'],2016
Call Me by Your Name,0.0,18.0,130.0,"['romance', 'drama']",2017
Wet Dreams,4.0,1.0,89.0,['drama'],1974
Resident Evil: The Final Chapter,5.9,1139.0,107.0,"['action', 'horror', 'science fiction']",2016
SelfieParty,0.0,0.0,90.0,['comedy'],2016
Nightjohn,7.0,1.0,92.0,['drama'],1996
Abou Ben Boogie,0.0,0.0,7.0,['animation'],1944
The Greatest Man in Siam,0.0,0.0,7.0,['animation'],1944
Allez Oop,5.0,1.0,21.0,['comedy'],1934
Escape from the 'Liberty' Cinema,5.2,3.0,92.0,['drama'],1990
Return Home,5.0,1.0,87.0,[],1990
True Love and Chaos,0.0,0.0,97.0,"['crime', 'drama']",1997
Prime Mover,4.0,1.0,90.0,[],2009
I Remember You,5.2,5.0,86.0,[],2015
El Hilo Rojo,6.6,24.0,0.0,"['drama', 'romance']",2016
"Gilda, No Me Arrepiento de Este Amor",5.8,4.0,0.0,"['drama', 'music']",2016
Dibu: La Película,0.0,0.0,105.0,"['animation', 'comedy']",1997
Dibu 2: La venganza de Nasty,0.0,0.0,86.0,"['comedy', 'animation']",1998
Dibu 3,0.0,0.0,80.0,[],2002
Night of Something Strange,6.1,19.0,97.0,"['comedy', 'horror']",2016
American Summer,0.0,0.0,80.0,"['adventure', 'comedy']",2016
Invention of Trust,0.0,0.0,,['drama'],2016
The River Thief,9.3,3.0,97.0,"['crime', 'action', 'adventure']",2016
The Investigator,6.8,5.0,107.0,"['comedy', 'crime', 'drama', 'thriller']",2008
11 Minutes Ago,4.3,3.0,83.0,"['drama', 'science fiction', 'romance']",2007
iBoy,6.0,315.0,90.0,"['action', 'crime', 'science fiction', 'thriller']",2017
L'ora legale,7.0,142.0,0.0,['comedy'],2017
Finding Rin Tin Tin,3.0,1.0,90.0,"['drama', 'family']",2007
Die Beautiful,7.5,2.0,120.0,"['comedy', 'drama']",2016
Poveda,0.0,0.0,,[],2016
Homo Sapiens,7.3,6.0,94.0,['documentary'],2016
"Taşkafa, Stories of the Street",0.0,0.0,66.0,[],2013
The Film Critic,5.0,1.0,90.0,"['drama', 'comedy', 'foreign']",2013
Love Me Deadly,4.9,6.0,95.0,"['horror', 'drama']",1973
Two Lovers and a Bear,6.8,27.0,96.0,"['drama', 'romance']",2016
The Captive,6.0,1.0,50.0,"['war', 'drama', 'romance']",1915
Human,8.8,2.0,85.0,"['documentary', 'mystery']",2013
Better Off Single,4.9,11.0,85.0,['comedy'],2016
Catfight,6.1,42.0,96.0,"['comedy', 'drama']",2017
Jump London,0.0,0.0,60.0,[],2003
A Ghost Story,6.8,95.0,92.0,"['drama', 'fantasy', 'romance']",2017
Ghost in the Shell,5.9,2547.0,107.0,"['action', 'science fiction', 'thriller']",2017
Private Property,7.5,4.0,79.0,['thriller'],1960
The Color of Lies,4.9,11.0,113.0,"['mystery', 'drama', 'crime']",1999
As You Are,7.3,10.0,110.0,"['mystery', 'drama']",2016
Maalik,6.9,5.0,155.0,"['action', 'drama']",2016
Lost in the Pacific,5.6,10.0,86.0,"['adventure', 'science fiction', 'thriller']",2016
The Primary Instinct,7.0,7.0,73.0,"['drama', 'documentary']",2015
Pork Pie,6.0,9.0,105.0,"['action', 'comedy', 'crime']",2017
Fragments of Antonin,7.5,4.0,0.0,"['drama', 'war']",2006
Journey To Greenland,5.9,10.0,98.0,"['drama', 'comedy']",2016
Bill Burr: Walk Your Way Out,6.8,21.0,77.0,['comedy'],2017
Delirium,5.5,4.0,,['comedy'],2014
Nocturama,7.1,32.0,130.0,"['drama', 'thriller']",2016
Stick Man,7.5,17.0,27.0,"['animation', 'family']",2016
The Foster Boy,7.0,11.0,103.0,['drama'],2011
Great Migrations,8.0,1.0,315.0,['documentary'],2010
Dalida,6.8,57.0,124.0,"['drama', 'romance']",2016
Abbey Grace,5.0,5.0,83.0,['horror'],2016
XX,5.0,106.0,80.0,['horror'],2017
Sadako vs. Kayako,5.5,39.0,98.0,"['thriller', 'horror']",2016
Kills on Wheels,8.0,4.0,105.0,"['action', 'drama', 'comedy']",2016
Ok Jaanu,6.0,20.0,135.0,"['drama', 'romance']",2017
Open Road,5.2,18.0,85.0,"['action', 'drama', 'thriller']",2013
August 32nd on Earth,5.9,8.0,88.0,"['romance', 'drama']",1998
Ghostland: The View of the Ju'Hoansi,0.0,0.0,88.0,['documentary'],2016
Ten Meter Tower,7.0,1.0,17.0,['documentary'],2016
Say a Word for the Poor Hussar,5.8,7.0,161.0,"['comedy', 'drama', 'history']",1980
The Feast of the Goat,4.7,3.0,132.0,['drama'],2006
"Ready, Steady, Charlie!",6.8,6.0,92.0,"['comedy', 'romance']",2003
Amsterdam Heavy,2.8,3.0,90.0,['action'],2011
The Friend,6.0,2.0,86.0,['drama'],2008
Devolved,1.5,1.0,87.0,['comedy'],2010
Die Geschichte vom Brandner Kaspar,6.1,7.0,105.0,"['comedy', 'drama']",2008
Late Bloomers,6.7,9.0,86.0,['comedy'],2006
Rabbit Heart,0.0,0.0,78.0,"['family', 'adventure']",1987
Hunger auf Leben,0.0,0.0,,['drama'],2004
Rascals on the Road,7.1,7.0,100.0,"['family', 'comedy']",2006
Stan Lee Presents: Mosiac,5.0,1.0,72.0,"['action', 'animation', 'fantasy']",2007
Never Cry Werewolf,5.3,32.0,87.0,['horror'],2008
Offroad,5.3,12.0,94.0,['comedy'],2012
On the Doll,7.4,10.0,102.0,"['crime', 'drama', 'thriller']",2007
Peng! Du bist tot!,0.0,0.0,0.0,[],1987
Zettl,5.5,4.0,109.0,['comedy'],2012
The Ring Thing,5.7,6.0,80.0,['comedy'],2004
Death Is My Trade,6.5,2.0,145.0,"['war', 'drama']",1977
SAGA: Curse of the Shadow,5.0,27.0,100.0,"['action', 'fantasy', 'adventure']",2013
Fifty Shades Darker,6.0,2341.0,118.0,"['drama', 'romance']",2017
Wilson,6.1,81.0,94.0,"['drama', 'comedy']",2017
A Gathering of Cats,2.7,3.0,1.0,[],2007
My Grandmother,8.0,1.0,65.0,"['comedy', 'drama']",1929
Lost & Found,5.5,15.0,90.0,"['adventure', 'family', 'mystery']",2016
Attraction,6.1,51.0,130.0,"['drama', 'romance', 'science fiction']",2017
Family Heist,6.0,30.0,91.0,['comedy'],2017
The Master: A Lego Ninjago Short,2.5,2.0,5.0,"['comedy', 'action', 'animation']",2016
Would-Be Gentleman,0.0,0.0,130.0,[],1968
Mumford & Sons: We Wrote This Yesterday,8.0,1.0,66.0,['documentary'],2016
Wives Under Suspicion,0.0,0.0,69.0,"['crime', 'drama']",1938
Henri Cartier-Bresson: The Impassioned Eye,7.8,4.0,72.0,['documentary'],2003
Don't Knock Twice,5.3,136.0,93.0,['horror'],2017
The Ticket,5.6,22.0,97.0,['drama'],2017
Dishonored Lady,4.6,5.0,85.0,['drama'],1947
Molly and Me,6.8,4.0,77.0,[],1945
Escape from the Newsroom,5.0,1.0,84.0,[],2002
Pearl,7.2,23.0,6.0,['animation'],2016
Blind Vaysha,7.9,13.0,8.0,['animation'],2016
Pear Cider and Cigarettes,7.3,9.0,35.0,[],2016
The Beautiful Beast,5.5,4.0,100.0,"['drama', 'romance']",2013
The Departure,6.3,4.0,85.0,"['comedy', 'drama', 'romance']",1967
Tikkun,7.0,6.0,120.0,['drama'],2015
Cosy Dens,8.6,23.0,115.0,"['comedy', 'drama']",1999
Blood Curse,5.9,8.0,97.0,"['horror', 'mystery']",2006
How to Draw a Perfect Circle,5.3,7.0,93.0,['drama'],2009
Lavender,5.5,54.0,92.0,"['drama', 'thriller']",2017
Detour,5.9,38.0,97.0,['thriller'],2017
My Father Die,6.6,16.0,102.0,"['action', 'drama']",2016
The Book of Love,6.6,32.0,107.0,['drama'],2017
Red Billabong,5.1,7.0,113.0,"['action', 'adventure', 'thriller']",2016
Onus,6.0,1.0,98.0,"['thriller', 'drama', 'mystery']",2016
The Hollow Point,6.5,53.0,97.0,"['action', 'drama', 'thriller']",2016
Convenience,5.5,14.0,87.0,"['action', 'comedy']",2015
A Sunday Kind of Love,6.6,9.0,93.0,"['drama', 'fantasy', 'romance']",2016
The Body Farm,6.5,2.0,360.0,[],2011
The Great Gilly Hopkins,6.1,53.0,99.0,"['comedy', 'drama', 'family']",2015
Twilight Online,6.5,2.0,95.0,"['fantasy', 'horror']",2014
Hope,8.1,36.0,123.0,['drama'],2013
Zhongkui: Snow Girl and the Dark Crystal,5.2,16.0,118.0,"['action', 'fantasy', 'romance']",2015
You Will Be Mine,5.8,18.0,96.0,"['music', 'drama']",2009
The Other Side of Hope,7.3,35.0,98.0,"['comedy', 'drama']",2017
Trumped: Inside the Greatest Political Upset of All Time,7.8,5.0,105.0,['documentary'],2017
Today,0.0,0.0,0.0,[],1997
Lift me up,5.3,3.0,108.0,['family'],2015
Chapter & Verse,7.0,1.0,96.0,"['drama', 'crime']",2016
Forbidden to Forbid,7.0,4.0,105.0,['drama'],2007
The Stranger,3.3,4.0,100.0,"['tv movie', 'science fiction']",1973
Safe Harbor,4.0,1.0,120.0,"['drama', 'tv movie']",2009
Ozzy,6.2,30.0,90.0,"['animation', 'family']",2016
Hickey,4.3,6.0,85.0,['comedy'],2017
Tricks,7.3,6.0,95.0,"['comedy', 'drama']",2007
Night Chase,0.0,0.0,95.0,"['tv movie', 'mystery']",1970
The Man Who Was Too Free,0.0,0.0,126.0,['documentary'],2017
Orphan,6.6,7.0,111.0,['drama'],2017
Kung Fu Wing Chun,6.2,3.0,108.0,"['action', 'comedy', 'romance']",2010
Black Snow,6.0,39.0,90.0,"['mystery', 'drama', 'crime', 'thriller']",2017
The Child's Eye,4.3,11.0,97.0,"['horror', 'foreign']",2010
Death by Death,4.0,4.0,90.0,"['comedy', 'drama']",2016
Neal Brennan: 3 Mics,7.1,9.0,65.0,['comedy'],2017
Devo: Hardcore Live!,4.5,1.0,0.0,['music'],2015
Enemy Empire,4.5,3.0,97.0,"['adventure', 'fantasy', 'science fiction', 'western']",2013
The Doors - Live at the Bowl '68,6.1,6.0,62.0,['music'],2012
The Spike Jones Story,0.0,0.0,0.0,[],1988
Zappa Plays Zappa,0.0,0.0,209.0,['music'],2007
La vengeance d'une blonde,6.1,8.0,0.0,['comedy'],1994
Lazy Eye,6.7,6.0,87.0,"['romance', 'comedy', 'drama']",2016
"Michael Bolton's Big, Sexy Valentine's Day Special",8.3,6.0,54.0,"['comedy', 'music']",2017
Temps,5.3,23.0,95.0,"['romance', 'comedy']",2016
Eine Insel namens Udo,5.9,11.0,80.0,"['comedy', 'romance']",2011
Lucky and Zorba,7.2,92.0,75.0,['animation'],1998
Mine,6.5,321.0,106.0,"['thriller', 'war']",2016
A Decent Man,6.1,7.0,107.0,['drama'],2016
Third Guest,0.0,0.0,7.0,"['drama', 'science fiction']",2016
The Cantor's Son,0.0,0.0,0.0,[],1937
The Tom Green Subway Monkey Hour,9.3,3.0,50.0,['comedy'],2002
The Tip of the Iceberg,5.8,11.0,91.0,"['mystery', 'thriller']",2016
Deadly Duo,0.0,0.0,70.0,['mystery'],1962
Lost in Florence,4.6,10.0,97.0,"['adventure', 'drama', 'romance']",2017
Hunter Gatherer,6.3,4.0,85.0,['drama'],2016
Behind Green Lights,5.5,1.0,64.0,['crime'],1946
Bad Kids of Crestview Academy,4.8,13.0,100.0,"['mystery', 'comedy', 'thriller', 'science fiction', 'fantasy']",2017
Anticipation of the Night,7.2,5.0,42.0,[],1958
Has the Film Already Started?,10.0,1.0,62.0,[],1951
Come Together,7.6,41.0,4.0,"['family', 'drama', 'comedy']",2016
A Long Walk,7.7,3.0,136.0,[],2006
Leaving on the 15th Spring,6.3,3.0,114.0,['drama'],2013
The Frontier,6.2,7.0,88.0,"['crime', 'drama', 'thriller']",2016
Old Partner,7.7,6.0,78.0,['documentary'],2008
Postcard,4.6,5.0,114.0,"['war', 'drama', 'romance']",2010
Couple in a Hole,5.8,8.0,105.0,"['thriller', 'drama']",2016
Take Me Far Away,6.1,5.0,96.0,"['drama', 'family']",2009
Tashi and the Monk,9.0,2.0,39.0,['documentary'],2015
Uncle Kent 2,5.0,1.0,73.0,['comedy'],2016
Sarajevo,7.1,7.0,98.0,"['thriller', 'history']",2014
Maiko Haaaan!!!,6.5,2.0,120.0,['comedy'],2007
King of the Belgians,5.0,12.0,94.0,"['comedy', 'drama']",2016
The Happy Film,6.0,1.0,95.0,['documentary'],2016
Tiramisu,5.5,2.0,111.0,"['drama', 'fantasy', 'foreign', 'romance', 'science fiction']",2002
Tykho Moon,5.0,5.0,102.0,['science fiction'],1996
Queen of Spades,8.0,2.0,120.0,['thriller'],2016
Burnout 2,8.0,6.0,98.0,"['comedy', 'action']",2016
Dreamfish,0.0,0.0,80.0,"['comedy', 'romance']",2016
The Queen of Spades,6.3,4.0,64.0,"['horror', 'drama', 'fantasy']",1916
Innsaei,6.0,1.0,0.0,[],2016
Flight of the Butterflies,7.5,2.0,45.0,['documentary'],2012
Jimi Hendrix: Voodoo Child,7.6,5.0,91.0,['documentary'],2010
Sex in the Comix,5.7,3.0,52.0,['documentary'],2012
SampleThis,6.0,5.0,85.0,['documentary'],2013
Pink,8.0,39.0,136.0,"['thriller', 'drama']",2016
The Taking of Tiger Mountain,6.4,41.0,141.0,"['thriller', 'war', 'adventure']",2014
Brabançonne,8.0,2.0,98.0,"['comedy', 'romance']",2014
To Stay Alive - A Method,0.0,0.0,70.0,"['music', 'documentary']",2016
The Forsaken Land,3.4,4.0,108.0,['drama'],2006
An Eye for Beauty,2.9,54.0,102.0,['drama'],2014
Floyd Norman: An Animated Life,7.3,3.0,94.0,['documentary'],2016
Fever Lake,2.8,4.0,0.0,['horror'],1996
The Owners,5.0,1.0,93.0,"['comedy', 'drama']",2014
Heil,4.7,11.0,102.0,['comedy'],2015
Smetto quando voglio: Masterclass,7.4,158.0,118.0,"['action', 'comedy', 'crime']",2017
Mickey's Gala Premier,6.0,6.0,7.0,['animation'],1933
Plane Crazy,6.2,16.0,6.0,"['animation', 'family']",1928
American Sharia,10.0,1.0,96.0,"['drama', 'comedy']",2015
Secrets In The Snow,8.0,1.0,90.0,[],2013
Shepherds and Butchers,6.9,16.0,80.0,['drama'],2017
The Swimmers,6.0,10.0,115.0,['horror'],2014
Cafe Noir,8.5,4.0,197.0,"['drama', 'romance', 'foreign']",2009
Red Wine in the Dark Night,3.3,3.0,100.0,"['romance', 'thriller']",2015
Eternal Summer,5.1,11.0,105.0,"['drama', 'romance']",2006
Water Boyy,1.0,2.0,0.0,['romance'],2015
In Dubious Battle,5.6,22.0,110.0,['drama'],2017
Classmates,7.8,18.0,60.0,['animation'],2016
The Teacher's Diary,7.2,10.0,110.0,"['drama', 'romance']",2014
Berlin Syndrome,6.0,100.0,116.0,"['mystery', 'thriller', 'drama', 'horror']",2017
The Citizen,0.0,0.0,0.0,['drama'],2017
The Escape,7.2,6.0,13.0,"['thriller', 'action']",2016
Lemonade,8.8,45.0,65.0,['music'],2016
Peter and the Farm,7.8,4.0,92.0,['documentary'],2016
Préjudice,6.8,10.0,105.0,['drama'],2015
Peacock,0.0,0.0,27.0,"['comedy', 'drama', 'history', 'romance']",2015
Boys Love Gekijouban,4.8,4.0,117.0,['drama'],2007
Dukhtar,6.4,7.0,93.0,"['drama', 'thriller']",2014
Oriented,7.0,3.0,85.0,[],2015
The Beginning of Life,8.6,9.0,98.0,['documentary'],2016
When Hari Got Married,6.0,1.0,75.0,['documentary'],2013
Beauties of the Night,7.6,5.0,90.0,['documentary'],2016
Trudell,4.5,2.0,80.0,['documentary'],2005
October 1,8.0,1.0,149.0,['thriller'],2014
Faith Connections,4.2,3.0,115.0,"['documentary', 'drama']",2013
Dark Fortune,0.0,0.0,113.0,['drama'],2016
All This Panic,0.0,0.0,79.0,['documentary'],2017
Traitors,5.0,1.0,83.0,['drama'],2013
Flex Is Kings,6.3,2.0,83.0,['documentary'],2013
The Clearstream Affair,5.9,43.0,0.0,['thriller'],2015
The Tribe,5.3,3.0,97.0,"['thriller', 'drama', 'science fiction']",2016
The Falcon,4.8,2.0,105.0,"['history', 'drama', 'action']",1981
The Story of the Voyages,5.4,4.0,99.0,"['family', 'fantasy', 'adventure']",1983
Cat Sick Blues,6.0,9.0,101.0,['horror'],2015
Dear God No!,3.4,15.0,85.0,"['horror', 'comedy']",2011
Edgar Allan Poe's Lighthouse Keeper,5.4,8.0,128.0,['horror'],2016
Even Lambs Have Teeth,5.8,11.0,78.0,['thriller'],2015
The Origin of Stitch,6.0,1.0,4.0,['animation'],2005
A Tale of Sorrow and Sadness,6.7,3.0,93.0,['drama'],1977
Youth in Oregon,6.9,11.0,105.0,"['comedy', 'drama']",2017
Monster,6.2,15.0,113.0,['horror'],2014
Love Me Not,6.9,9.0,119.0,['drama'],2006
Mood of the Day,7.3,15.0,103.0,"['romance', 'comedy']",2016
1 Litre of Tears,7.7,7.0,98.0,['drama'],2005
Sketches of Kaitan City,5.5,2.0,152.0,['drama'],2010
Coquille,8.8,2.0,95.0,['drama'],1999
